marker,length,identity,coverage,found
RJLJ01003073.1_4184,214,98.1,48.1,0
RJLJ01003074.1_4185,424,99.5,100.0,1
RJLJ01003076.1_4188,209,100.0,100.0,1
RJLJ01003085.1_4198,167,99.4,100.0,1
RJLJ01003115.1_4237,1044,100.0,8.2,0
RJLJ01003116.1_4240,966,98.8,16.6,0
RJLJ01003122.1_4248,420,99.8,100.0,1
RJLJ01003123.1_4249,267,99.6,100.0,1
RJLJ01003129.1_4256,392,100.0,36.0,0
RJLJ01003130.1_4257,232,99.1,100.0,1
RJLJ01003140.1_4277,616,99.6,37.2,0
RJLJ01003141.1_4278,157,100.0,74.5,0
RJLJ01003142.1_4279,661,99.2,100.0,1
RJLJ01003143.1_4280,613,99.7,100.0,1
RJLJ01003144.1_4281,1299,99.7,100.0,1
RJLJ01003144.1_4282,282,100.0,100.0,1
RJLJ01003145.1_4283,114,98.2,100.0,1
RJLJ01003146.1_4284,340,99.7,100.0,1
RJLJ01003152.1_4290,134,0.0,0.0,0
RJLJ01003154.1_4292,436,100.0,100.0,1
RJLJ01003155.1_4293,459,99.6,100.0,1
RJLJ01003156.1_4294,385,99.7,100.0,1
RJLJ01003156.1_4295,349,99.4,100.0,1
RJLJ01003157.1_4296,242,99.5,86.8,0
RJLJ01003172.1_4314,195,100.0,100.0,1
RJLJ01003195.1_4342,190,99.5,100.0,1
RJLJ01003205.1_4357,173,99.4,100.0,1
RJLJ01003207.1_4359,2018,100.0,4.8,0
RJLJ01003208.1_4360,408,99.8,100.0,1
RJLJ01003216.1_4371,198,99.0,100.0,1
RJLJ01003217.1_4372,511,99.8,100.0,1
RJLJ01003218.1_4373,204,100.0,100.0,1
RJLJ01003219.1_4374,411,99.3,65.0,0
RJLJ01003242.1_4408,219,99.5,100.0,1
RJLJ01003252.1_4418,307,99.7,100.0,1
RJLJ01003253.1_4419,205,99.5,100.0,1
RJLJ01003262.1_4431,116,100.0,100.0,1
RJLJ01003275.1_4442,675,100.0,100.0,1
RJLJ01003282.1_4451,115,100.0,100.0,1
RJLJ01003283.1_4456,118,99.2,100.0,1
RJLJ01003323.1_4509,418,99.5,100.0,1
RJLJ01003325.1_4512,106,100.0,100.0,1
RJLJ01003327.1_4514,387,99.7,100.0,1
RJLJ01003328.1_4515,1295,99.7,100.0,1
RJLJ01003335.1_4525,418,99.5,100.0,1
RJLJ01003336.1_4526,626,99.5,33.5,0
RJLJ01003336.1_4527,678,99.6,100.0,1
RJLJ01003337.1_4528,193,0.0,0.0,0
RJLJ01003338.1_4530,260,100.0,100.0,1
RJLJ01003339.1_4531,742,99.5,100.0,1
RJLJ01003351.1_4552,326,100.0,19.9,0
RJLJ01003352.1_4553,345,99.5,62.0,0
RJLJ01003353.1_4554,875,100.0,13.7,0
RJLJ01003364.1_4571,905,99.7,65.2,0
RJLJ01003364.1_4572,1049,99.4,49.9,0
RJLJ01003370.1_4581,958,100.0,29.0,0
RJLJ01003386.1_4602,249,99.6,100.0,1
RJLJ01003396.1_4615,107,100.0,100.0,1
RJLJ01003416.1_4631,182,98.9,100.0,1
RJLJ01003418.1_4635,386,100.0,100.0,1
RJLJ01003428.1_4645,102,99.0,100.0,1
RJLJ01003456.1_4678,238,0.0,0.0,0
RJLJ01003457.1_4679,485,0.0,0.0,0
RJLJ01003458.1_4680,2256,0.0,0.0,0
RJLJ01003472.1_4702,1822,99.7,58.9,0
RJLJ01003474.1_4704,926,100.0,11.2,0
RJLJ01003480.1_4710,773,99.6,100.0,1
RJLJ01003481.1_4711,299,99.7,100.0,1
RJLJ01003481.1_4712,2000,99.6,98.3,1
RJLJ01003482.1_4713,367,99.7,100.0,1
RJLJ01003483.1_4714,635,99.4,100.0,1
RJLJ01003499.1_4728,390,100.0,100.0,1
RJLJ01003514.1_4749,133,99.2,100.0,1
RJLJ01003514.1_4750,241,100.0,54.4,0
RJLJ01003515.1_4751,154,100.0,100.0,1
RJLJ01003516.1_4752,297,99.2,82.5,0
RJLJ01003516.1_4753,1162,99.3,91.9,1
RJLJ01003516.1_4754,203,100.0,100.0,1
RJLJ01003517.1_4755,155,99.4,100.0,1
RJLJ01003518.1_4756,401,99.3,100.0,1
RJLJ01003519.1_4757,229,100.0,100.0,1
RJLJ01003520.1_4758,251,99.6,100.0,1
RJLJ01003521.1_4759,222,99.5,100.0,1
RJLJ01003522.1_4760,676,99.3,42.5,0
RJLJ01003529.1_4771,1315,99.8,100.0,1
RJLJ01003531.1_4774,682,99.6,100.0,1
RJLJ01003532.1_4775,1002,99.7,100.0,1
RJLJ01003533.1_4776,1052,99.5,100.0,1
RJLJ01003545.1_4789,1356,99.8,70.7,0
RJLJ01003547.1_4792,490,99.6,100.0,1
RJLJ01003548.1_4793,465,99.4,100.0,1
RJLJ01003549.1_4794,1059,99.9,100.0,1
RJLJ01003549.1_4795,582,99.7,100.0,1
RJLJ01003550.1_4796,998,99.9,100.0,1
RJLJ01003551.1_4797,1038,99.5,100.0,1
RJLJ01003643.1_4877,331,99.7,100.0,1
RJLJ01003643.1_4878,532,98.9,66.0,0
RJLJ01003644.1_4879,432,99.5,100.0,1
RJLJ01003645.1_4880,1033,99.7,100.0,1
RJLJ01003655.1_4890,836,100.0,47.2,0
RJLJ01003656.1_4891,248,99.2,100.0,1
RJLJ01003657.1_4892,591,100.0,100.0,1
RJLJ01003657.1_4893,416,100.0,100.0,1
RJLJ01003667.1_4905,589,99.6,90.8,1
RJLJ01003667.1_4906,152,0.0,0.0,0
RJLJ01003678.1_4918,195,0.0,0.0,0
RJLJ01003683.1_4925,112,0.0,0.0,0
RJLJ01003684.1_4926,455,99.3,62.9,0
RJLJ01003686.1_4928,101,0.0,0.0,0
RJLJ01003686.1_4929,383,100.0,94.0,1
RJLJ01003687.1_4930,484,99.8,100.0,1
RJLJ01003690.1_4933,647,0.0,0.0,0
RJLJ01003691.1_4934,642,0.0,0.0,0
RJLJ01003691.1_4935,223,0.0,0.0,0
RJLJ01003702.1_4940,249,99.4,71.9,0
RJLJ01003704.1_4943,440,99.8,100.0,1
